id1;id2;class
788;51900;DPL
592;59742;DPL
466;5135;DPL
466;8785;DPL
304;30630;DPL
304;19708;DPL
304;31277;DPL
304;26231;DPL
583;15914;DPL
1320;44197;DPL
1320;56931;DPL
1320;52585;DPL
962;63491;DPL
320;22593;DPL
1809;56014;DPL
1619;18876;DPL
1619;4432;DPL
1619;32819;DPL
1190;43449;DPL
1740;39255;DPL
197;58289;DPL
530;12258;DPL
530;25281;DPL
530;17126;DPL
613;12530;DPL
613;4425;DPL
513;13639;DPL
513;14690;DPL
513;25405;DPL
513;18822;DPL
1545;16078;DPL
1545;4932;DPL
933;58461;DPL
301;53382;DPL
301;30938;DPL
301;44050;DPL
301;49222;DPL
217;64195;DPL
651;5117;DPL
651;65868;DPL
691;28656;DPL
691;25852;DPL
314;60128;DPL
314;40687;DPL
430;27922;DPL
430;47810;DPL
430;52016;DPL
1151;61932;DPL
1654;13673;DPL
1068;59893;DPL
1068;36012;DPL
1068;7355;DPL
1068;38888;DPL
1068;22622;DPL
1068;36289;DPL
1068;16303;DPL
1068;12759;DPL
1068;3876;DPL
1068;17704;DPL
1068;19812;DPL
1068;29837;DPL
1764;59112;DPL
731;29620;DPL
516;60246;DPL
516;64089;DPL
1853;43411;DPL
1853;7220;DPL
1853;9008;DPL
1853;31475;DPL
1853;60266;DPL
1487;58321;DPL
1487;7220;DPL
1487;45850;DPL
1487;51542;DPL
1487;50440;DPL
1487;62770;DPL
1487;43505;DPL
481;45447;DPL
481;50558;DPL
481;46812;DPL
1106;25486;DPL
1528;30469;DPL
1306;45962;DPL
1306;30188;DPL
1034;23913;DPL
1034;21002;DPL
687;9675;DPL
687;45099;DPL
687;55560;DPL
1681;45366;DPL
1681;33755;DPL
1074;50460;DPL
1606;8832;DPL
373;4048;DPL
373;9718;DPL
1639;30740;DPL
1072;13076;DPL
1072;3173;DPL
1072;16702;DPL
1794;40966;DPL
639;34064;DPL
639;37498;DPL
639;43938;DPL
639;48752;DPL
210;7634;DPL
210;36303;DPL
1656;13767;DPL
1544;5839;DPL
1544;36382;DPL
1544;10078;DPL
1544;43643;DPL
1544;27772;DPL
1544;36661;DPL
1544;19201;DPL
1544;42470;DPL
1544;37565;DPL
1544;18839;DPL
1544;17127;DPL
1544;13763;DPL
1544;23811;DPL
1715;7071;DPL
1715;3416;DPL
1715;64492;DPL
1715;26747;DPL
1715;35482;DPL
1715;26253;DPL
1715;3201;DPL
1715;40729;DPL
1715;61506;DPL
858;63709;DPL
858;62582;DPL
858;29573;DPL
1201;39547;DPL
1589;53395;DPL
1589;12064;DPL
1589;43462;DPL
1589;7298;DPL
926;42424;DPL
926;26215;DPL
1796;49736;DPL
1376;60389;DPL
1376;3180;DPL
1376;60291;DPL
1091;52561;DPL
1091;9903;DPL
1091;9407;DPL
1091;46732;DPL
1091;55575;DPL
1091;36247;DPL
1091;34510;DPL
1091;15328;DPL
1091;53929;DPL
618;62954;DPL
1502;42448;DPL
1502;24333;DPL
1502;61867;DPL
1502;43351;DPL
1802;23968;DPL
582;30436;DPL
993;12791;DPL
993;3910;DPL
798;53123;DPL
798;48525;DPL
798;8654;DPL
798;9753;DPL
798;5737;DPL
1411;36314;DPL
1411;37597;DPL
1411;19943;DPL
1411;40532;DPL
1411;54606;DPL
1411;49881;DPL
1411;48808;DPL
1107;7644;DPL
1107;2655;DPL
1613;59573;DPL
1613;51889;DPL
1476;12132;DPL
1476;9824;DPL
522;8789;DPL
522;17230;DPL
522;28342;DPL
522;25210;DPL
522;12329;DPL
1644;19990;DPL
1438;58070;DPL
1438;4403;DPL
1438;11066;DPL
1485;33885;DPL
1485;63868;DPL
1485;59749;DPL
477;56746;DPL
876;52893;DPL
876;56869;DPL
831;52151;DPL
831;48670;DPL
1790;61113;DPL
689;24431;DPL
1470;9068;DPL
1470;66494;DPL
353;19640;DPL
511;49521;DPL
1591;46794;DPL
1591;39781;DPL
1591;45797;DPL
1591;6943;DPL
550;12159;DPL
550;17943;DPL
590;13678;DPL
590;37452;DPL
590;20877;DPL
590;54168;DPL
864;12711;DPL
864;9667;DPL
1520;54465;DPL
1520;52139;DPL
1520;49683;DPL
1076;58346;DPL
1666;59760;DPL
1666;49496;DPL
1666;52468;DPL
1337;44143;DPL
1337;17153;DPL
1337;39703;DPL
958;31690;DPL
751;17351;DPL
751;19034;DPL
751;23568;DPL
1366;56643;DPL
1366;56516;DPL
1366;52520;DPL
1408;40389;DPL
1408;46594;DPL
1408;26626;DPL
1650;66564;DPL
1650;44901;DPL
722;62442;DPL
722;65517;DPL
1180;42687;DPL
1180;50808;DPL
1180;28519;DPL
1180;39610;DPL
1180;35450;DPL
1697;61445;DPL
1697;49201;DPL
1697;3956;DPL
1697;29107;DPL
1697;14726;DPL
1697;7960;DPL
1697;62190;DPL
804;19799;DPL
804;26532;DPL
532;6374;DPL
532;8949;DPL
1368;59774;DPL
1368;15659;DPL
1368;7688;DPL
672;66762;DPL
638;20525;DPL
1169;20035;DPL
1169;20473;DPL
1432;39322;DPL
1432;25864;DPL
1635;40510;DPL
1635;66634;DPL
836;49555;DPL
664;34461;DPL
664;34589;DPL
1811;49552;DPL
1811;38188;DPL
1811;50351;DPL
333;58712;DPL
1504;65294;DPL
1380;25737;DPL
1380;36063;DPL
1288;28630;DPL
1288;34593;DPL
1288;19643;DPL
1288;54068;DPL
1288;22832;DPL
1288;49074;DPL
1288;52769;DPL
1288;10327;DPL
1745;20583;DPL
1745;34302;DPL
1745;4017;DPL
1745;25150;DPL
1745;26097;DPL
1745;5707;DPL
1745;32678;DPL
1745;56879;DPL
1745;21495;DPL
1745;13394;DPL
1410;27215;DPL
1410;4757;DPL
1410;45073;DPL
1410;50239;DPL
1410;41016;DPL
1410;13801;DPL
1410;30351;DPL
1410;27244;DPL
1410;66271;DPL
1410;56792;DPL
1410;16663;DPL
1410;59378;DPL
1410;25531;DPL
1410;19569;DPL
1410;54463;DPL
1410;22286;DPL
1410;50398;DPL
1762;13045;DPL
1762;27130;DPL
1762;20622;DPL
410;12612;DPL
686;52170;DPL
686;44842;DPL
977;49631;DPL
1234;25783;DPL
1616;5879;DPL
1616;42049;DPL
1616;10092;DPL
1616;41562;DPL
1683;45755;DPL
1844;7190;DPL
1154;18067;DPL
393;32310;DPL
393;33645;DPL
393;42696;DPL
533;56453;DPL
1134;17217;DPL
1134;35999;DPL
1134;22333;DPL
1134;27153;DPL
1134;29918;DPL
1134;16587;DPL
1134;44791;DPL
1134;63461;DPL
1134;19434;DPL
1134;58857;DPL
1134;37598;DPL
1134;6981;DPL
1134;18400;DPL
1134;3050;DPL
1134;11919;DPL
1134;55812;DPL
1134;60917;DPL
736;56846;DPL
736;29239;DPL
736;33388;DPL
736;25166;DPL
777;18785;DPL
777;16320;DPL
261;45196;DPL
1402;44369;DPL
1402;40261;DPL
276;8098;DPL
1538;52975;DPL
1538;44312;DPL
1538;64206;DPL
1538;65457;DPL
361;37841;DPL
361;12861;DPL
361;21211;DPL
658;37839;DPL
658;46990;DPL
658;60446;DPL
995;53036;DPL
995;26653;DPL
995;38643;DPL
387;61958;DPL
387;63728;DPL
1694;35165;DPL
1387;32086;DPL
1387;36285;DPL
1387;35314;DPL
1387;50045;DPL
1387;30012;DPL
1387;59304;DPL
1387;62456;DPL
1387;54032;DPL
1387;43294;DPL
1085;46323;DPL
1444;45876;DPL
1444;12438;DPL
1832;6761;DPL
1832;61419;DPL
1832;49368;DPL
1447;65200;DPL
1289;9666;DPL
1289;17597;DPL
1289;48260;DPL
1324;66296;DPL
1324;30033;DPL
1324;6956;DPL
1324;18231;DPL
626;54842;DPL
626;54224;DPL
626;35147;DPL
611;34006;DPL
811;45473;DPL
811;47929;DPL
811;16737;DPL
811;33917;DPL
811;36218;DPL
811;15287;DPL
811;64954;DPL
811;33953;DPL
811;39684;DPL
811;15670;DPL
811;61656;DPL
811;55917;DPL
811;45943;DPL
472;35114;DPL
472;56503;DPL
1533;28654;DPL
1533;13853;DPL
1533;24166;DPL
1533;23883;DPL
1533;35534;DPL
1533;4563;DPL
1533;48074;DPL
1533;61642;DPL
1533;37712;DPL
1533;25070;DPL
1533;25843;DPL
1533;9311;DPL
1533;14839;DPL
1533;16794;DPL
1533;66231;DPL
381;41152;DPL
867;64246;DPL
1785;3454;DPL
1785;10091;DPL
792;12091;DPL
792;45539;DPL
792;9397;DPL
792;5176;DPL
792;9810;DPL
1284;51164;DPL
1284;57304;DPL
1284;28887;DPL
1284;32674;DPL
1284;59900;DPL
1512;13233;DPL
1512;33359;DPL
1512;22742;DPL
1512;5438;DPL
1512;56101;DPL
464;10226;DPL
616;40023;DPL
616;48012;DPL
616;44416;DPL
1600;26447;DPL
1600;14520;DPL
1600;22412;DPL
1600;19578;DPL
1600;9870;DPL
1012;44451;DPL
1012;56057;DPL
1414;37402;DPL
1414;59876;DPL
986;24026;DPL
986;24159;DPL
986;19348;DPL
458;54651;DPL
458;6605;DPL
458;59356;DPL
1157;18535;DPL
1157;6442;DPL
1303;38959;DPL
1303;17550;DPL
1303;8746;DPL
1303;13251;DPL
1303;51601;DPL
1303;46683;DPL
1303;4618;DPL
1565;63533;DPL
1552;41102;DPL
724;52639;DPL
1769;26642;DPL
1769;22488;DPL
818;32773;DPL
905;34909;DPL
905;36326;DPL
1711;48758;DPL
1711;65917;DPL
1449;37997;DPL
1449;46243;DPL
1436;19571;DPL
1436;24148;DPL
1436;28755;DPL
1436;29332;DPL
1830;46679;DPL
216;17133;DPL
1582;30719;DPL
1705;30677;DPL
1705;25439;DPL
1705;11688;DPL
1705;4602;DPL
1705;22528;DPL
1705;28580;DPL
1705;42986;DPL
1705;57144;DPL
1705;22549;DPL
1705;22904;DPL
1705;60921;DPL
1705;16610;DPL
1705;12513;DPL
1705;40618;DPL
1705;27059;DPL
1705;20860;DPL
1751;16963;DPL
1346;36254;DPL
1346;48644;DPL
1346;59430;DPL
1346;49542;DPL
1346;44377;DPL
1549;32768;DPL
1549;45144;DPL
1549;34910;DPL
728;40890;DPL
949;17116;DPL
949;23748;DPL
949;48657;DPL
949;22260;DPL
924;31543;DPL
924;35101;DPL
1564;60773;DPL
1183;13959;DPL
1183;42314;DPL
1183;35207;DPL
1183;33005;DPL
1734;61078;DPL
608;31569;DPL
886;54478;DPL
1014;61446;DPL
1022;48278;DPL
1022;30200;DPL
1022;52775;DPL
288;9151;DPL
288;60934;DPL
288;23259;DPL
288;3150;DPL
1315;66198;DPL
1315;63218;DPL
1315;35388;DPL
1315;44421;DPL
953;21573;DPL
1036;14602;DPL
829;41019;DPL
829;45210;DPL
821;12193;DPL
273;16505;DPL
1710;29877;DPL
1207;58001;DPL
1207;47370;DPL
726;47767;DPL
726;15338;DPL
551;51768;DPL
1144;40616;DPL
1144;64698;DPL
1144;53291;DPL
401;9645;DPL
401;13778;DPL
700;53643;DPL
379;36331;DPL
1139;17979;DPL
1139;10105;DPL
1139;5994;DPL
1139;61975;DPL
553;6165;DPL
1087;54417;DPL
1087;51913;DPL
473;42617;DPL
473;41011;DPL
1398;26179;DPL
1398;15779;DPL
1398;20165;DPL
1398;66048;DPL
1398;63601;DPL
389;57025;DPL
389;31522;DPL
1442;37946;DPL
1442;65498;DPL
931;50118;DPL
1696;31516;DPL
1696;40412;DPL
357;64371;DPL
357;53406;DPL
357;47900;DPL
357;5812;DPL
1259;63622;DPL
1259;62542;DPL
1787;7145;DPL
1268;19060;DPL
1268;66631;DPL
1268;10060;DPL
733;25333;DPL
733;18979;DPL
733;16429;DPL
733;19684;DPL
733;13560;DPL
1231;11296;DPL
1231;20570;DPL
1231;28513;DPL
1231;38831;DPL
1231;40063;DPL
621;46418;DPL
621;43839;DPL
1820;55890;DPL
344;35702;DPL
675;36578;DPL
1569;8300;DPL
1241;37120;DPL
1241;53913;DPL
1241;50714;DPL
1241;54010;DPL
1192;29642;DPL
1192;34273;DPL
1332;31947;DPL
1332;64475;DPL
1332;24523;DPL
1332;26123;DPL
1332;18256;DPL
859;35656;DPL
859;40731;DPL
413;3460;DPL
1137;10113;DPL
1137;39137;DPL
944;18947;DPL
944;57496;DPL
944;66299;DPL
944;4374;DPL
944;18777;DPL
412;63413;DPL
1294;63288;DPL
1294;60481;DPL
1294;52724;DPL
1318;7306;DPL
1318;4513;DPL
338;35086;DPL
338;26224;DPL
744;53522;DPL
987;3524;DPL
1472;63986;DPL
1717;65407;DPL
1717;58456;DPL
1717;56547;DPL
1717;6727;DPL
1846;3292;DPL
1823;19631;DPL
760;10548;DPL
1064;65821;DPL
1374;11762;DPL
1374;14245;DPL
1374;7721;DPL
842;23056;DPL
1228;26814;DPL
636;61304;DPL
636;12432;DPL
1117;62735;DPL
814;56108;DPL
814;59404;DPL
814;64876;DPL
1010;57440;DPL
1010;40451;DPL
1010;60734;DPL
1010;36014;DPL
258;6353;DPL
258;3857;DPL
258;9634;DPL
447;40239;DPL
447;43948;DPL
684;64561;DPL
647;41096;DPL
647;46447;DPL
660;22134;DPL
438;56080;DPL
438;60843;DPL
438;53417;DPL
1176;60650;DPL
1176;14521;DPL
1270;26624;DPL
1822;26895;DPL
1822;35394;DPL
694;40726;DPL
1005;4609;DPL
840;9998;DPL
610;16994;DPL
610;24344;DPL
610;13487;DPL
1445;15102;DPL
896;33796;DPL
896;47789;DPL
896;53012;DPL
1651;30743;DPL
911;4165;DPL
1466;44696;DPL
1466;54678;DPL
1466;46200;DPL
315;40051;DPL
1692;23545;DPL
1390;32051;DPL
1390;20329;DPL
861;49864;DPL
861;19786;DPL
861;28453;DPL
861;32231;DPL
524;5037;DPL
1194;15049;DPL
1521;20876;DPL
1521;27391;DPL
833;57325;DPL
833;59928;DPL
833;50564;DPL
833;5867;DPL
833;45424;DPL
833;19581;DPL
833;44991;DPL
833;38312;DPL
833;25523;DPL
833;61650;DPL
833;64701;DPL
443;32736;DPL
443;29072;DPL
974;54368;DPL
974;55871;DPL
801;8314;DPL
1199;54292;DPL
1199;47787;DPL
1199;56332;DPL
1041;45843;DPL
1041;50985;DPL
1041;41959;DPL
1333;18730;DPL
1333;2718;DPL
1333;29420;DPL
1333;5446;DPL
1322;16245;DPL
1322;18730;DPL
1322;2718;DPL
1322;29420;DPL
1322;11115;DPL
1210;44411;DPL
1210;61151;DPL
1210;49048;DPL
1210;57124;DPL
1210;52964;DPL
1210;39776;DPL
1344;64587;DPL
757;15401;DPL
311;23899;DPL
1017;10937;DPL
1103;6726;DPL
1103;11791;DPL
1103;2796;DPL
1773;48680;DPL
1773;60771;DPL
1529;30103;DPL
1529;26033;DPL
1560;47878;DPL
386;29366;DPL
564;51046;DPL
579;56762;DPL
368;23939;DPL
468;60056;DPL
400;27689;DPL
400;33545;DPL
400;44963;DPL
400;45735;DPL
400;57080;DPL
400;47671;DPL
400;14410;DPL
400;12156;DPL
627;28376;DPL
1295;7901;DPL
1295;4935;DPL
1295;8200;DPL
286;59143;DPL
964;31177;DPL
964;9119;DPL
964;62325;DPL
964;35541;DPL
1001;17393;DPL
1001;22436;DPL
1001;59583;DPL
1001;26437;DPL
1060;39901;DPL
565;12296;DPL
565;8768;DPL
1743;23662;DPL
1672;22505;DPL
1173;55292;DPL
1658;4793;DPL
939;22299;DPL
1515;37741;DPL
1515;26309;DPL
1781;43148;DPL
1265;2910;DPL
1265;10670;DPL
1265;6522;DPL
1805;38903;DPL
378;56442;DPL
378;35168;DPL
378;29904;DPL
378;24961;DPL
913;12267;DPL
650;58800;DPL
1166;38020;DPL
1166;50982;DPL
1166;13598;DPL
1166;47494;DPL
1166;52474;DPL
224;35324;DPL
224;58385;DPL
369;44937;DPL
1847;12984;DPL
669;58963;DPL
1415;55249;DPL
1415;46117;DPL
1415;59708;DPL
698;48623;DPL
587;24985;DPL
587;23730;DPL
587;30463;DPL
1735;62541;DPL
